!Marinov, N. M, "A Detailed Chemical Kinetic Model for High Temperature Ethanol Oxidation"
!Int. J. Chem. Kinet. 31:183-220 (1999); 
!Lawrence Livermore National Laboratory, Livermore, CA, 
!UCRL-JC-131657
!UCRL-WEB-204236
!Review and release date: May 19, 2004.
!Date: Mon, 26 Apr 1999 15:25:31 -0700 (PDT)
!From: "Nick M. Marinov" <marinov@west.llnl.gov>
!
ar                 0   136.500     3.330     0.000     0.000     0.000
as                 0  1045.500     4.580     0.000     0.000     0.000 ! mec
ash                1   199.300     4.215     0.000     0.000     1.000 ! mec
ash2               2   229.600     4.180     0.000     0.000     1.000 ! mec 
c                  0    71.400     3.298     0.000     0.000     0.000 ! *
c2                 1    97.530     3.621     0.000     1.760     4.000
c2o                1   232.400     3.828     0.000     0.000     1.000 ! *
cn2                1   232.400     3.828     0.000     0.000     1.000 ! ois
c2h                1   265.300     3.721     0.000     0.000     2.500 ! nmm
c2h2               1   265.300     3.721     0.000     0.000     2.500 ! nmm
c2h2oh             2   224.700     4.162     0.000     0.000     1.000 ! *
c2h3               2   265.300     3.721     0.000     0.000     1.000 ! nmm 
c2h4               2   238.400     3.496     0.000     0.000     1.500 ! nmm
c2h5               2   247.500     4.350     0.000     0.000     1.500 ! nmm
c2h5oh             2   470.600     4.410     0.000     0.000     1.500 ! nmm    
ch3ch2o            2   470.600     4.410     0.000     0.000     1.500 ! nmm
c2h4oh             2   470.600     4.410     0.000     0.000     1.500
hoc2h4o2           2   470.600     4.410     0.000     0.000     1.500 !7/01 same as c2h5oh, wjp
ch3choh            2   470.600     4.410     0.000     0.000     1.500
c2h6               2   247.500     4.350     0.000     0.000     1.500 ! nmm
c2n                1   232.400     3.828     0.000     0.000     1.000 ! ois
c2n2               1   349.000     4.361     0.000     0.000     1.000 ! ois
c3                 1   232.400     3.828     0.000     0.000     1.000 !
c3h                1   232.400     3.828     0.000     0.000     1.000 !
c3h2               2   209.000     4.100     0.000     0.000     1.000 ! *
c3h2(s)            2   209.000     4.100     0.000     0.000     1.000 ! *
c3h3               1   324.800     4.290     0.000     0.000     1.000 ! nmm
c4h3               1   357.000     4.720     0.000     0.000     1.000 ! nmm
ch2chcho           2   443.200     4.120     0.000     0.000     1.000 ! nmm
chchcho            2   443.200     4.120     0.000     0.000     1.000 ! nmm
hcccho             2   443.200     4.120     0.000     0.000     1.000 ! nmm
hccco              2   443.200     4.120     0.000     0.000     1.000 ! nmm
h2cchco            2   443.200     4.120     0.000     0.000     1.000 ! nmm
ch3chco            2   443.200     4.120     0.000     0.000     1.000 ! nmm
ch2chco            2   443.200     4.120     0.000     0.000     1.000 ! nmm
c2h3co             2   443.200     4.120     0.000     0.000     1.000 ! nmm
c2h5cho            2   424.600     4.820     0.000     0.000     1.000 ! nmm
ch2ch2cho          2   424.600     4.820     0.000     0.000     1.000 ! nmm
ch2chch2o          2   424.600     4.820     0.000     0.000     1.000
c2h5co             2   424.600     4.820     0.000     0.000     1.000 ! nmm
ch3coch3           2   435.500     4.860     0.000     0.000     1.000 ! nmm
ch3coch2           2   435.500     4.860     0.000     0.000     1.000 ! nmm
ac3h4              1   324.800     4.290     0.000     0.000     1.000 ! nmm
pc3h4              1   324.800     4.290     0.000     0.000     1.000 ! nmm 
c3h4c              2   324.800     4.290     0.000     0.000     1.000 ! nmm
c3h6               2   307.800     4.140     0.000     0.000     1.000 ! nmm
c3h6oh             2   487.900     4.820     0.000     0.000     1.000 ! nmm
hoc3h6o2           2   487.900     4.820     0.000     0.000     1.000 ! nmm
c3h6o              2   411.000     4.820     0.000     0.000     1.000 ! nmm 
c3h5o              2   411.000     4.820     0.000     0.000     1.000 ! nmm
c3h7               2   303.400     4.810     0.000     0.000     1.000 ! nmm
c4h6               2   357.000     4.720     0.000     0.000     1.000 ! nmm
cyc4h6             2   357.000     4.720     0.000     0.000     1.000 
cyc3h3ch3          2   357.000     4.720     0.000     0.000     1.000
ic3h7              2   303.400     4.810     0.000     0.000     1.000 ! nmm
nc3h7              2   303.400     4.810     0.000     0.000     1.000 ! nmm
ic3h7o             2   468.300     4.760     0.000     0.000     1.000 ! nmm
nc3h7o             2   487.900     4.820     0.000     0.000     1.000 ! nmm
c3h8               2   303.400     4.810     0.000     0.000     1.000 ! nmm
c4h                1   357.000     4.720     0.000     0.000     1.000 ! nmm
c4h2               1   357.000     4.720     0.000     0.000     1.000 ! nmm
c4h2oh             2   224.700     4.162     0.000     0.000     1.000 ! *
ch3chcch           2   355.000     4.650     0.000     0.000     1.000 ! nmm
ic4h7              2   355.000     4.650     0.000     0.000     1.000 ! nmm
c4h7               2   355.000     4.650     0.000     0.000     1.000 ! nmm
c4h8               2   355.000     4.650     0.000     0.000     1.000 ! nmm
c4h8-1             2   355.000     4.650     0.000     0.000     1.000 ! nmm
c4h8-2             2   355.000     4.650     0.000     0.000     1.000 ! nmm
ic4h8              2   355.000     4.650     0.000     0.000     1.000 ! nmm
pc4h9              2   352.000     5.240     0.000     0.000     1.000 ! nmm
c4h9               2   352.000     5.240     0.000     0.000     1.000 ! nmm
sc4h9              2   352.000     5.240     0.000     0.000     1.000 ! nmm
tc4h9              2   352.000     5.240     0.000     0.000     1.000 ! nmm
ic4h9              2   352.000     5.240     0.000     0.000     1.000 ! nmm
ch2chcoch3         2   427.400     4.940     0.0000    0.000     1.000 ! nmm
ch2chcoch2         2   427.400     4.940     0.000     0.000     1.000
pc4h9o             2   496.000     5.200     0.000     0.000     1.000 ! nmm
tc4h9o             2   496.000     5.200     0.000     0.000     1.000 ! nmm
c4h8oh-1           2   496.000     5.200     0.000     0.000     1.000 ! nmm 
sc4h9o             2   496.000     5.200     0.000     0.000     1.000 ! nmm
ic4h9o             2   496.000     5.200     0.000     0.000     1.000 ! nmm
c4h8oh-2           2   496.000     5.200     0.000     0.000     1.000 ! nmm
ic4h8oh            2   496.000     5.200     0.000     0.000     1.000 ! nmm
ic4h7oh            2   496.000     5.200     0.000     0.000     1.000 ! nmm
o2c4h8oh-1         2   496.000     5.200     0.000     0.000     1.000 ! *
o2c4h8oh-2         2   496.000     5.200     0.000     0.000     1.000 ! *
io2c4h8oh          2   496.000     5.200     0.000     0.000     1.000 ! *
c4h7o              2   496.000     5.200     0.000     0.000     1.000 ! nmm
ic4h7o             2   496.000     5.200     0.000     0.000     1.000 ! nmm
c4h10              2   352.000     5.240     0.000     0.000     1.000 ! nmm
ic4h10             2   352.000     5.240     0.000     0.000     1.000 ! nmm
c5h2               1   408.000     5.200     0.000     0.000     1.000 ! nmm
c5h3               1   408.000     5.200     0.000     0.000     1.000 ! nmm
h2ccchcch          2   408.000     5.200     0.000     0.000     1.000
hccch2cch          2   408.00      5.200     0.000     0.000     1.000
hccchcch           2   408.00      5.200     0.000     0.000     1.000
c-c5h5             2   408.000     5.200     0.000     0.000     1.000 ! nmm
c-c5h4             2   408.000     5.200     0.000     0.000     1.000
c-c5h4(s)          2   408.000     5.200     0.000     0.000     1.000
dhfuran            2   408.000     5.200     0.000     0.000     1.000 
furan              2   408.000     5.200     0.000     0.000     1.000
c-c5h6             2   408.000     5.200     0.000     0.000     1.000 ! nmm
l-c5h5             2   408.000     5.200     0.000     0.000     1.000
l-c5h6             2   408.000     5.200     0.000     0.000     1.000
l-c5h7             2   408.000     5.200     0.000     0.000     1.000 ! nmm
c-c5h7             2   408.000     5.200     0.000     0.000     1.000 !
l-c5h8             2   408.000     5.200     0.000     0.000     1.000 ! nmm
c6h2               1   408.000     5.200     0.000     0.000     1.000 ! nmm
c6h4               2   412.300     5.349     0.000     0.000     1.000 ! jam
c6h5               2   412.300     5.349     0.000     0.000     1.000 ! jam
fulvenyl           2   412.300     5.349     0.000     0.000     1.000
c6h5(l)            2   412.300     5.349     0.000     0.000     1.000 ! jam
c2h3c4h3           2   412.300     5.349     0.000     0.000     1.000
c6h5oh             2   450.000     5.500     0.000     0.000     1.000 ! nmm
c6h5o              2   450.000     5.500     0.000     0.000     1.000 ! jam
c-2*4c6h6o         2   450.000     5.500     0.000     0.000     1.000 !
oc6h4o             2   450.000     5.500     0.000     0.000     1.000
c6h4o              2   450.000     5.500     0.000     0.000     1.000
c-c5h4o            2   450.000     5.500     0.000     0.000     1.000 ! nmm
c-c5h4oh           2   450.000     5.500     0.000     0.000     1.000 ! nmm
c-c5h5o            2   450.000     5.500     0.000     0.000     1.000 ! nmm
ch3cy24pd1         2   450.000     5.500     0.000     0.000     1.000 !
ch3cy24pd          2   450.000     5.500     0.000     0.000     1.000
ch3dcy24pd         2   450.000     5.500     0.000     0.000     1.000
c5h5oh             2   450.000     5.500     0.000     0.000     1.000 ! nmm 
c6h5c2h            2   468.500     5.230     0.000     0.000     1.000 ! nmm
lc6h5              2   426.300     5.510     0.000     0.000     1.000
hx13d5yn           2   426.300     5.510     0.000     0.000     1.000
lc6h7              2   426.300     5.510     0.000     0.000     1.000 
l-c6h8             2   426.300     5.510     0.000     0.000     1.000
c4h3cch2           2   426.300     5.510     0.000     0.000     1.000 
hx15d3yn           2   426.300     5.510     0.000     0.000     1.000
h2c4hch2           2   426.300     5.510     0.000     0.000     1.000
c4h3c2h3           2   426.300     5.510     0.000     0.000     1.000
c6h6               2   468.500     5.230     0.000     10.30     1.000 ! nmm 
c6h7               2   468.500     5.230     0.000     0.000     1.000 ! nmm 
cyc6h7             2   468.500     5.230     0.000     0.000     1.000 ! nmm
cyc6h8             2   468.500     5.230     0.000     0.000     1.000 ! nmm
fulvene            2   468.500     5.230     0.000     0.000     1.000
ch2c6h6            2   495.300     5.680     0.000     0.000     1.000 
c6h5ch2            2   495.300     5.680     0.000     0.000     1.000 ! nmm
c6h5ch3            2   495.300     5.680     0.430     12.30     1.000 ! nmm
c6h5co             2   622.400     5.530     0.000     0.000     1.000 ! nmm
c6h5cho            2   622.400     5.530     0.000     0.000     1.000 ! nmm
c6h5ch2oh          2   622.400     5.530     0.000     0.000     1.000 ! nmm
oc6h4ch3           2   621.100     5.640     0.000     0.000     1.000 ! nmm
hoc6h4ch3          2   621.100     5.640     0.000     0.000     1.000 ! nmm
xylylene           2   523.600     6.182     0.000     0.000     1.000
xylylrad           2   523.600     6.182     0.000     0.000     1.000  
c6h5c2h5           2   523.600     5.960     0.000     0.000     1.000 ! nmm 
ch3c6h4ch3         2   523.600     5.960     0.000     0.000     1.000 !
ch3c6h4ch2         2   523.600     5.960     0.000     0.000     1.000
ch3c6h4c2h5        2   523.600     5.960     0.000     0.000     1.000
ch3c6h4c2h3        2   523.600     5.960     0.000     0.000     1.000
oc6h4c2h           2   523.600     5.960     0.000     0.000     1.000
hoc6h4c2h          2   523.600     5.960     0.000     0.000     1.000
ach2cch            2   523.600     5.960     0.000     0.000     1.000
achcch             2   523.600     5.960     0.000     0.000     1.000
accch2             2   523.600     5.960     0.000     0.000     1.000
achcch2            2   523.600     5.960     0.000     0.000     1.000
c6h9               2   426.300     5.510     0.000     0.000     1.000 ! nmm
c6h10              2   426.300     5.510     0.000     0.000     1.000 ! nmm
c8h14              2   494.000     6.170     0.000     0.000     1.000 ! nmm
ic8h14             2   494.000     6.170     0.000     0.000     1.000 ! nmm
c6h5chch3          2   523.600     5.960     0.000     0.000     1.000     
c6h5c2h3           2   546.200     6.000     0.130     15.00     1.000 ! nmm
c6h5chch           2   546.200     6.000     0.000     0.000     1.000 ! nmm
c6h5cch2           2   546.200     6.000     0.000     0.000     1.000
c6h5c2h            2   534.300     5.710     0.770     0.000     1.000 ! nmm
c6h5c2             2   534.300     5.710     0.000     0.000     1.000 ! nmm
c6h4c2h3           2   546.200     6.000     0.000     0.000     1.000 ! nmm
c6h4c2h            2   534.300     5.710     0.000     0.000     1.000 ! nmm
c10h7c2h5          2   695.000     6.530     0.000     0.000     1.000
c10h7c2h3          2   689.800     6.500     0.000     0.000     1.000
c10h7cch2          2   689.800     6.500     0.000     0.000     1.000
c10h7cch           2   689.800     6.500     0.000     0.000     1.000
c10h6cch           2   689.800     6.500     0.000     0.000     1.000
c10h6c2h3          2   687.200     6.490     0.000     0.000     1.000
c6h5cco            2   588.200     5.940     0.000     0.000     1.000
c2hc6h4c2h         2   630.400     6.180     0.000     0.000     1.000
c10h7              2   630.400     6.180     0.000     0.000     1.000 ! nmm
c10h7o             2   630.400     6.180     0.000     0.000     1.000 ! nmm 
c10h8              2   630.400     6.180     0.000     16.50     1.000 ! nmm
c10h9              2   630.400     6.180     0.000     0.000     1.000 ! nmm
c10h10             2   630.400     6.180     0.000     0.000     1.000 ! nmm
adhfulv            2   630.40      6.180     0.000     0.000     1.000
adhflvyl           2   630.40      6.180     0.000     0.000     1.000
bnzofulv           2   630.40      6.18      0.000     0.000     1.000
cpcp               2   630.400     6.180     0.000     0.000     1.000 
cpcpd              2   630.400     6.180     0.000     0.000     1.000
bcp11              2   630.4       6.18      0.0       0.0       1.0
bcp12              2   630.4       6.18      0.0       0.0       1.0
